Musteri_ID,Musteri_Yas,Musteri_Cins,Ayliq_Emekhaqqi,Bankla_Emekdasliq_Muddeti_Ay,Risk_Seqmenti,Aktiv_Kartlarin_Sayi,Kredit_Karti_Limiti,Kredit_Karti_Borcu,Istehlak_Krediti_Statusu,Ayliq_Kredit_Odenisi,Depozit_Portfeli_Hecmi,Son_3_Ayda_Mobil_Tetbiqe_Giris_Sayi,Son_1_Ayda_Filiala_Muraciet_Sayi,Qebz_ID,Tranzaksiya_Tarixi_Saati,Umumi_Mebleg,Odenis_Novu_Detalli,Satici_Adi,MCC_Kateqoriya,Umumi_EDV_Meblegi,Qaytarilan_EDV_Meblegi,EDV_Muraciet_Statusu,EDV_Imtina_Sebebi
10016,44,Kişi,3306.0,210,,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,9283803070001,2025-05-07 16:37:35.673974,144.64,Nağdsız_Bankın_Kartı,Socar,YDM,22.06,3.31,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,8858697086040,2025-09-22 21:29:24.572304,78.96,Nağdsız_Bankın_Kartı,Bravo,Supermarket,12.04,1.81,Təsdiqləndi,
10056,32,Qadın,1262.0,106,Orta,2,2524.0,821.3,Yoxdur,0.0,2655.28,44,0,5703199234453,2025-09-08 10:57:24.401610,23.38,Nağdsız_Bankın_Kartı,Azərişıq,Kommunal/Telekommunikasiya,3.57,0.54,Təsdiqləndi,
10095,69,Qadın,607.0,300,Aşağı,3,0.0,0.0,Yoxdur,0.0,3973.77,9,0,9064632577673,2025-04-29 16:44:55.222368,28.7,Nağdsız_Bankın_Kartı,Neptun,Supermarket,4.38,0.66,Təsdiqləndi,
10065,23,Kişi,1221.0,57,Aşağı,2,1831.5,1139.82,Aktiv,446.42,4691.97,64,0,3359148426680,2025-05-02 07:33:32.275248,190.54,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,29.07,4.36,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,8396393797797,2025-05-01 21:04:02.608742,326.04 AZN,Nağdsız_Bankın_Kartı,Neptun,Supermarket,49.73,7.46,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,5311186722144,2025-06-07 09:31:25.390749,267.8,Nağdsız_Başqa_Kart,Socar,YDM,40.85,6.13,Təsdiqləndi,
10095,69,Qadın,607.0,300,Aşağı,3,0.0,0.0,Yoxdur,0.0,3973.77,9,0,6577126040515,2025-05-04 22:32:05.171019,13.35,Nağdsız_Bankın_Kartı,Favorit,Supermarket,2.04,0.31,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,6920073867528,2025-07-27 17:54:47.237743,59.28,Nağd,Azpetrol,YDM,9.04,0.9,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,,0.0,18187.02,59,0,4056270075408,2025-08-06 16:56:32.345644,94.51,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,14.42,2.16,Təsdiqləndi,
10078,23,Qadın,1999.0,4,Aşağı,1,2998.5,678.6,Yoxdur,0.0,2251.14,56,2,5196871647870,2025-05-19 06:20:41.941103,10.21,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,1.56,0.23,Təsdiqləndi,
10010,24,Qadın,1989.0,6,Aşağı,4,2983.5,0.0,Aktiv,851.08,7220.65,51,0,0806248645797,2025-06-19 01:03:24.928567,101.02,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,15.41,2.31,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,1962113700735,2025-08-14 11:46:06.017096,181.76,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,27.73,4.16,Təsdiqləndi,
10086,36,Qadın,1560.0,130,Orta,4,3120.0,0.0,Aktiv,433.37,1624.26,38,0,9019422970286,2025-04-28 08:32:57.212209,26.56,Nağd,Azpetrol,YDM,4.05,0.41,Təsdiqləndi,
10017,34,Qadın,1847.0,12,Aşağı,3,2770.5,1099.47,Aktiv,399.22,2930.87,75,1,3463026146661,2025-08-10 10:08:24.752992,21.97,Nağdsız_Bankın_Kartı,Araz,Supermarket,3.35,0.5,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,7657111005153,2025-05-13 01:18:57.220746,71.65,Nağdsız_Bankın_Kartı,Optimal,Elektronika/Məişət,10.93,1.64,Təsdiqləndi,
10018,37,Kişi,835.0,182,Orta,1,1670.0,221.94,Yoxdur,0.0,874.52,20,0,1165190595065,2025-06-07 00:06:38.076453,11.65,Nağdsız_Bankın_Kartı,Favorit,Supermarket,1.78,0.27,Təsdiqləndi,
10020,39,Kişi,1982.0,170,Orta,1,3964.0,3528.28,,0.0,4064.14,20,0,5626197081212,2025-06-30 14:07:08.056374,29.85,Nağd,Zəfəran Aptek,Aptek,4.55,0.46,İmtina edildi,Müddət keçib
10079,77,Kişi,,47,Aşağı,1,0.0,0.0,Yoxdur,0.0,6203.19,20,1,1266161229526,2025-08-05 06:26:12.594137,11.54 AZN,Nağdsız_Bankın_Kartı,Bravo,Supermarket,1.76,0.26,Təsdiqləndi,
10019,48,Kişi,1702.0,259,Orta,4,3404.0,2686.59,Aktiv,479.12,2206.67,34,0,6334669785580,2025-06-30 20:27:39.650190,21.96,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,3.35,0.5,Təsdiqləndi,
10082,36,Qadın,1742.0,161,Orta,1,3484.0,1607.44,Aktiv,741.73,2264.03,24,0,7694044271648,2025-06-02 16:39:50.231262,39.81 AZN,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,6.07,0.91,İmtina edildi,Təkrarlanan müraciət
10069,63,Kişi,519.0,300,,2,0.0,0.0,,0.0,4835.64,12,0,7427891982492,2025-05-03 19:51:05.719378,5.61,Nağd,Neptun,Supermarket,0.86,0.09,Təsdiqləndi,
10045,67,Qadın,314.0,300,Aşağı,3,0.0,0.0,Yoxdur,0.0,949.59,19,0,5914744124564,2025-07-08 00:34:21.426859,33.82,Nağd,Neptun,Supermarket,5.16,0.52,Təsdiqləndi,
10069,63,Kişi,519.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,4835.64,12,0,3521788781212,2025-08-14 00:47:40.249195,46.18,Nağdsız_Bankın_Kartı,Zəfəran Aptek,Aptek,7.04,1.06,Təsdiqləndi,
10027,39,Qadın,,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,8411417341539,2025-05-10 13:26:21.229756,71.7,Nağdsız_Bankın_Kartı,Uber,Nəqliyyat,10.94,1.64,Təsdiqləndi,
10037,38,Kişi,1171.0,164,Orta,2,2342.0,917.83,Aktiv,466.71,2433.63,37,0,5549861577641,2025-06-02 03:46:24.337297,34.14,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,5.21,0.78,Təsdiqləndi,
10096,31,Qadın,2190.0,5,Aşağı,1,3285.0,1156.37,Aktiv,519.87,5827.61,69,0,5896387081807,2025-07-10 07:12:23.462024,31.55,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,4.81,0.72,Təsdiqləndi,
10009,32,Qadın,2101.0,52,Aşağı,3,3151.5,0.0,Aktiv,579.05,6003.54,41,0,9798039862425,2025-08-10 04:59:03.055928,24.63,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,3.76,0.56,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,8527859359013,2025-05-25 10:43:47.413504,81.32,Nağdsız_Bankın_Kartı,Socar,YDM,12.4,1.86,Təsdiqləndi,
10022,44,Qadın,,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,6040569898231,2025-07-08 16:48:29.733211,67.57,Nağdsız_Bankın_Kartı,LC Waikiki,Geyim/Ayaqqabı,10.31,1.55,Gözləmədə,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,8453247781361,2025-09-21 22:58:44.450767,141.96,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,21.65,3.25,Təsdiqləndi,
10064,33,Kişi,1473.0,175,Orta,4,2946.0,2478.64,Aktiv,334.67,1684.41,41,0,5031653980997,2025-09-23 02:40:12.368182,12.9,Nağdsız_Bankın_Kartı,Bravo,Supermarket,1.97,0.3,Təsdiqləndi,
10014,23,Kişi,1440.0,58,Aşağı,3,2160.0,0.0,Aktiv,583.16,2242.2,57,0,4481091123934,2025-07-29 06:20:07.827070,41.67,Nağdsız_Bankın_Kartı,Bolt,Nəqliyyat,6.36,0.95,Təsdiqləndi,
10035,32,Kişi,,22,Aşağı,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,4353502343869,2025-09-23 05:41:10.329144,36.47,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,5.56,0.83,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,8075469648285,2025-08-24 17:46:47.659319,70.85,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,10.81,1.62,Təsdiqləndi,
10075,26,Kişi,2389.0,21,Aşağı,3,3583.5,0.0,Aktiv,988.87,4300.07,55,0,9027566829215,2025-06-09 09:55:08.033103,51.64,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,7.88,1.18,Təsdiqləndi,
10030,30,Kişi,1311.0,62,Aşağı,3,1966.5,1047.63,Aktiv,354.28,3286.91,67,0,7484253375695,2025-07-30 03:15:34.577951,39.37,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,6.01,0.9,Təsdiqləndi,
10079,77,Kişi,669.0,47,Aşağı,1,0.0,0.0,Yoxdur,0.0,6203.19,20,1,3527839055624,2025-05-06 00:41:24.217390,81.96,Nağdsız_Başqa_Kart,Favorit,Supermarket,12.5,1.88,Təsdiqləndi,
10053,30,Kişi,1983.0,142,Orta,2,3966.0,0.0,Yoxdur,0.0,3039.7,25,0,2813119321572,2025-07-12 09:15:04.334563,26.46,Nağdsız_Başqa_Kart,Zəfəran Aptek,Aptek,4.04,0.61,Təsdiqləndi,
10062,35,Qadın,1994.0,14,Orta,2,3988.0,0.0,Aktiv,688.17,5072.32,45,0,3220966797213,2025-06-11 15:47:18.953372,33.41,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,5.1,0.76,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,1783077165415,2025-05-13 18:40:11.575358,171.89,Nağdsız_Bankın_Kartı,Azpetrol,YDM,26.22,3.93,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,6030068523984,2025-09-03 02:40:48.028827,114.47 AZN,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,17.46,2.62,Təsdiqləndi,
10036,34,Qadın,1290.0,111,Aşağı,4,1935.0,1087.81,Aktiv,263.87,2838.97,53,0,8970563660685,2025-04-30 20:30:15.630655,5.71,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,0.87,0.13,Təsdiqləndi,
10051,20,Qadın,499.0,6,Orta,3,0.0,0.0,Yoxdur,0.0,46.66,69,0,0240562817194,2025-08-28 22:50:25.542094,10.96,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,1.67,0.25,Təsdiqləndi,
10046,47,Qadın,,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,1196840065420,2025-06-03 22:35:07.784163,101.72,Nağdsız_Bankın_Kartı,Azpetrol,YDM,15.52,2.33,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,1309610249557,2025-04-23 15:23:55.126840,96.39,Nağdsız_Bankın_Kartı,Socar,YDM,14.7,2.2,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,4601723053246,2025-08-29 13:19:31.140799,265.53,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,40.5,6.08,Təsdiqləndi,
10099,31,Kişi,1800.0,103,Aşağı,3,2700.0,1726.82,Aktiv,457.51,2109.23,52,0,1718493405729,2025-04-23 16:06:59.702647,22.06,Nağdsız_Bankın_Kartı,Araz,Supermarket,3.37,0.51,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,4000643078464,2025-06-08 23:51:57.476123,123.49,Nağdsız_Bankın_Kartı,Socar,YDM,18.84,2.83,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,1008075100481,2025-07-20 08:15:18.964985,152.45,Nağdsız_Bankın_Kartı,Araz,Supermarket,23.26,3.49,Təsdiqləndi,
10035,32,Kişi,2421.0,22,Aşağı,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,8640015209170,2025-06-10 11:35:41.231588,37.93,Nağd,Neptun,Supermarket,5.79,0.58,Təsdiqləndi,
10076,34,Qadın,1808.0,153,Orta,3,3616.0,1846.58,Yoxdur,0.0,4492.88,44,0,1553526601341,2025-04-18 17:55:04.540094,23.19,Nağdsız_Başqa_Kart,Araz,Supermarket,3.54,0.53,Təsdiqləndi,
10096,31,Qadın,2190.0,5,Aşağı,1,3285.0,1156.37,Aktiv,519.87,5827.61,69,0,6410005304474,2025-07-28 01:17:43.796819,17.77,Nağdsız_Bankın_Kartı,Ganjlik Mall Bouncers,Əyləncə/Asudə Vaxt,2.71,0.41,Təsdiqləndi,
10056,32,Qadın,1262.0,106,,2,2524.0,821.3,Yoxdur,0.0,2655.28,44,0,8450108857497,2025-04-16 20:31:38.837044,15.34,Nağdsız_Bankın_Kartı,Bravo,Supermarket,2.34,0.35,Təsdiqləndi,
10033,80,Kişi,727.0,54,Aşağı,3,0.0,0.0,Yoxdur,0.0,4369.4,14,0,7064863878294,2025-06-06 03:51:00.627486,61.98,Nağdsız_Bankın_Kartı,Araz,Supermarket,9.45,1.42,Təsdiqləndi,
10069,63,Kişi,519.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,4835.64,12,0,6354745172552,2025-09-08 03:23:04.523650,5.0,Nağdsız_Bankın_Kartı,Azərişıq,Kommunal/Telekommunikasiya,0.76,0.11,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,6087322761738,2025-07-01 12:37:12.934991,125.11,Nağdsız_Bankın_Kartı,Socar,YDM,19.08,2.86,İmtina edildi,Təkrarlanan müraciət
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,,0.0,35656.72,48,0,5115542777140,2025-05-06 03:29:58.446624,153.42,Nağdsız_Bankın_Kartı,ZARA,Geyim/Ayaqqabı,23.4,3.51,Təsdiqləndi,
10028,73,Qadın,555.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,5220.47,14,0,1688186671013,2025-04-12 15:47:50.124367,13.41,Nağdsız_Bankın_Kartı,Araz,Supermarket,2.05,0.31,Təsdiqləndi,
10088,30,Kişi,1902.0,132,,2,2853.0,1864.91,Aktiv,442.81,7156.12,52,0,1081633104965,2025-05-20 15:59:02.874950,56.55,Nağd,Neptun,Supermarket,8.63,0.86,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,0657867638571,2025-04-30 22:03:58.860909,199.05,Nağdsız_Başqa_Kart,Bazarstore,Supermarket,30.36,4.55,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,1004611004305,2025-05-23 04:29:43.199764,184.67,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,28.17,4.23,Təsdiqləndi,
10050,34,Kişi,,141,Orta,1,3310.0,1811.33,Yoxdur,0.0,2142.25,28,0,5172733637409,2025-07-21 10:22:02.833355,87.05,Nağdsız_Bankın_Kartı,Bravo,Supermarket,13.28,1.99,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,4740561143169,2025-05-16 04:43:24.530352,114.02,Nağdsız_Bankın_Kartı,Araz,Supermarket,17.39,2.61,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,9492995149735,2025-04-18 23:18:00.405113,141.58,Nağdsız_Bankın_Kartı,LC Waikiki,Geyim/Ayaqqabı,21.6,3.24,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,1418274792517,2025-06-15 19:32:32.368790,92.22,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,14.07,2.11,Gözləmədə,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,5977152978862,2025-08-11 05:13:27.117836,188.34,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,28.73,4.31,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,3638497835648,2025-09-13 19:56:39.798653,63.25,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,9.65,1.45,Təsdiqləndi,
10093,33,Qadın,1560.0,82,Aşağı,2,2340.0,852.84,Yoxdur,0.0,7227.29,47,0,1274103009657,2025-04-04 23:50:44.094895,30.44,Nağdsız_Bankın_Kartı,Araz,Supermarket,4.64,0.7,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,7429148409593,2025-04-09 18:35:16.799159,144.67,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,22.07,3.31,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,8084273409699,2025-07-12 10:53:27.418183,154.91,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,23.63,3.54,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,7931002888194,2025-04-03 11:50:39.122801,233.03,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,35.55,5.33,Təsdiqləndi,
10019,48,Kişi,1702.0,259,Orta,4,3404.0,2686.59,Aktiv,479.12,2206.67,34,0,9319485015429,2025-07-19 11:00:54.167983,35.72,Nağdsız_Bankın_Kartı,Araz,Supermarket,5.45,0.82,Təsdiqləndi,
10005,32,Qadın,2059.0,162,,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,2023812648332,2025-06-18 23:11:05.863569,136.34,Nağdsız_Bankın_Kartı,Araz,Supermarket,20.8,3.12,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,4027323494719,2025-09-11 10:06:44.446076,131.38,Nağdsız_Başqa_Kart,Lukoil,YDM,20.04,3.01,Təsdiqləndi,
10017,34,Qadın,1847.0,12,Aşağı,3,2770.5,1099.47,Aktiv,399.22,2930.87,75,1,5387999499712,2025-06-11 00:39:00.651864,5.28,Nağdsız_Bankın_Kartı,Neptun,Supermarket,0.81,0.12,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,5690591674766,2025-07-14 20:21:31.481732,55.43,Nağdsız_Bankın_Kartı,Azpetrol,YDM,8.46,1.27,Təsdiqləndi,
10093,33,Qadın,1560.0,82,Aşağı,2,2340.0,852.84,Yoxdur,0.0,7227.29,47,0,6519200807344,2025-05-17 09:02:31.215048,73.2,Nağdsız_Bankın_Kartı,Ganjlik Mall Bouncers,Əyləncə/Asudə Vaxt,11.17,1.68,Təsdiqləndi,
10027,39,Qadın,2230.0,33,Aşağı,1,6690.0,1158.01,Yoxdur,0.0,17711.73,48,0,7383629831295,2025-04-14 13:00:28.049028,268.67,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,40.98,6.15,Təsdiqləndi,
10038,73,Kişi,633.0,7,Aşağı,4,0.0,0.0,Yoxdur,0.0,2290.23,10,0,4508579966194,2025-05-18 13:19:24.293258,10.7,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,1.63,0.24,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,9584638824332,2025-09-20 23:04:05.502867,30.54,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,4.66,0.7,Təsdiqləndi,
10040,35,Kişi,986.0,106,,3,1972.0,1730.49,Aktiv,408.83,1406.94,31,0,6371476551706,2025-07-12 19:24:51.194709,17.99,Nağd,Vapiano,Restoran/Kafe,2.74,0.27,Təsdiqləndi,
10005,32,Qadın,2059.0,162,Aşağı,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,4769684712424,2025-05-15 02:21:48.560459,81.48,Nağdsız_Bankın_Kartı,ZARA,Geyim/Ayaqqabı,12.43,1.86,Təsdiqləndi,
10031,42,Kişi,1940.0,51,Orta,2,3880.0,0.0,Yoxdur,0.0,5779.89,37,0,0070480343052,2025-04-14 19:19:12.696404,14.82,Nağdsız_Bankın_Kartı,ZARA,Geyim/Ayaqqabı,2.26,0.34,Təsdiqləndi,
10016,44,Kişi,3306.0,210,,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,9367631035808,2025-06-08 09:53:53.533170,61.03,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,9.31,1.4,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,1570245885576,2025-04-15 23:42:32.437316,51.77,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,7.9,1.19,Təsdiqləndi,
10037,38,Kişi,1171.0,164,,2,2342.0,917.83,Aktiv,466.71,2433.63,37,0,3923617347732,2025-08-06 04:47:00.215211,57.25,Nağdsız_Bankın_Kartı,Coffeesta,Restoran/Kafe,8.73,1.31,Təsdiqləndi,
10033,80,Kişi,727.0,54,Aşağı,3,0.0,0.0,Yoxdur,0.0,4369.4,14,0,8001945169304,2025-06-16 05:42:59.324680,5.0,Nağdsız_Bankın_Kartı,Bravo,Supermarket,0.76,0.11,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,4020763963455,2025-05-23 11:21:57.902011,36.88,Nağdsız_Bankın_Kartı,Mango,Geyim/Ayaqqabı,5.63,0.84,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,2105546430679,2025-09-06 08:45:08.912480,65.47,Nağd,Favorit,Supermarket,9.99,1.0,Təsdiqləndi,
10080,65,Kişi,530.0,25,Aşağı,3,0.0,0.0,Yoxdur,0.0,5146.08,21,0,6343332629700,2025-06-08 06:01:40.944426,34.31,Nağdsız_Bankın_Kartı,Bolt,Nəqliyyat,5.23,0.78,Təsdiqləndi,
10022,44,Qadın,2792.0,3,,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,9875708875471,2025-06-22 20:41:14.588184,89.16,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,13.6,2.04,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,2647176165506,2025-07-08 18:05:12.818686,275.56,Nağdsız_Bankın_Kartı,Nike Store,Geyim/Ayaqqabı,42.03,6.3,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,3031183609305,2025-05-06 02:19:23.965752,64.01,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,9.76,1.46,Təsdiqləndi,
10071,36,Kişi,879.0,175,Orta,4,1758.0,0.0,Yoxdur,0.0,1670.26,32,0,1597887542607,2025-04-30 23:31:53.128145,35.47 AZN,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,5.41,0.81,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,2905379044811,2025-09-16 19:01:02.699349,169.66,Nağdsız_Bankın_Kartı,Favorit,Supermarket,25.88,3.88,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,4763018503745,2025-07-15 05:46:09.897585,183.21,Nağdsız_Başqa_Kart,DeFacto,Geyim/Ayaqqabı,27.95,4.19,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,9586452845900,2025-04-29 21:41:17.154041,84.07,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,12.82,1.92,İmtina edildi,Təkrarlanan müraciət
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,3614154242654,2025-04-17 15:28:08.641014,123.15,Nağdsız_Bankın_Kartı,Araz,Supermarket,18.79,2.82,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,5800973565412,2025-05-02 16:07:54.182153,314.98,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,48.05,7.21,Təsdiqləndi,
10079,77,Kişi,,47,Aşağı,1,0.0,0.0,Yoxdur,0.0,6203.19,20,1,3882475609264,2025-04-25 13:42:27.838783,20.46,Nağdsız_Bankın_Kartı,Favorit,Supermarket,3.12,0.47,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,8012865441699,2025-04-04 00:47:42.649477,204.2,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,31.15,4.67,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,1771195545804,2025-07-23 16:18:12.303145,27.8,Nağdsız_Bankın_Kartı,Neptun,Supermarket,4.24,0.64,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,4986234712583,2025-04-29 03:16:28.327500,189.59,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,28.92,4.34,Təsdiqləndi,
10062,35,Qadın,1994.0,14,Orta,2,3988.0,0.0,Aktiv,688.17,5072.32,45,0,4762108100166,2025-06-02 05:30:17.933399,42.97,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,6.55,0.98,Təsdiqləndi,
10079,77,Kişi,669.0,47,Aşağı,1,0.0,0.0,Yoxdur,0.0,6203.19,20,1,5147233863166,2025-03-31 06:37:49.768576,15.09,Nağdsız_Bankın_Kartı,Araz,Supermarket,2.3,0.34,Təsdiqləndi,
